Title,Date,Category,Link,Agency
"Owner of St. Anthony Hospital Agrees to Pay $475,000 to Settle Civil Claims of Improper Billing for Inpatient Services That Should Have Been Outpatient","October 30, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-st-anthony-hospital-agrees-to-pay-475000-to-settle-civil-claims-of-improper-billing-for-inpatient-services-that-should-have-been-outpatient/,U.S. Attorney
Attorney General Masto Announces Conviction Of Behavioral Health Company For Medicaid Fraud,"November 18, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-masto-announces-conviction-of-behavioral-health-company-for-medicaid-fraud/,Nevada Attorney General
Ambulance Company Owner and Son Plead Guilty to Conspiracy to Commit Health Care and Wire Fraud,"November 15, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ambulance-company-owner-and-son-plead-guilty-to-conspiracy-to-commit-health-care-and-wire-fraud/,U.S. Attorney
Staff Pharmacists at Kentwood Pharmacy Sentenced to Stiff Fines on Charges of Misbranding Drugs and Face Exclusion and Debarment from Federal Programs,"November 15, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/staff-pharmacists-at-kentwood-pharmacy-sentenced-to-stiff-fines-on-charges-of-misbranding-drugs-and-face-exclusion-and-debarment-from-federal-programs/,U.S. Attorney
Attorney General Bondi's Office Arrests New Port Richey Resident for Medicaid Fraud,"November 15, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bondis-office-arrests-new-port-richey-resident-for-medicaid-fraud/,Florida Attorney General
General Conway Announces Arrest Following Investigation by OAG Medicaid Fraud and Abuse Control,"November 15, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/general-conway-announces-arrest-following-investigation-by-oag-medicaid-fraud-and-abuse-control/,Kentucky Attorney General
General Conway Announces Indictment of Northern Kentucky Doctor,"November 15, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/general-conway-announces-indictment-of-northern-kentucky-doctor/,Kentucky Attorney General
A.G. Schneiderman Announces Charges Of Criminally Negligent Homicide Against Ambulette Driver In Death Of 86-Year-Old Passenger,"November 15, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-charges-of-criminally-negligent-homicide-against-ambulette-driver-in-death-of-86-year-old-passenger/,New York Attorney General
Humphreys County Woman Must Repay State For TennCare Benefits,"November 15, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/humphreys-county-woman-must-repay-state-for-tenncare-benefits/,Tennessee Department of Finance & Administration
Three People Convicted Of Tenncare Fraud,"November 15, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-people-convicted-of-tenncare-fraud/,Tennessee Department of Finance & Administration
New Orleans Doctor Sentenced For Involvement in Health Care Fraud Scheme,"November 14, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-orleans-doctor-sentenced-for-involvement-in-health-care-fraud-scheme/,U.S. Attorney
Personal Care Home Operator in Hattiesburg Arrested Second Time on Exploitation Charges,"November 14, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/personal-care-home-operator-in-hattiesburg-arrested-second-time-on-exploitation-charges/,Mississippi Attorney General
"Attorney General Masto Announces Sentencing of Yolanda Rodriguez, Las Vegas PersonalCare Assistant","November 14, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-masto-announces-sentencing-of-yolanda-rodriguez-las-vegas-personalcare-assistant/,Nevada Attorney General
Jamaican National Indicted For Fraudulently Receiving Medicaid Benefits,"November 13, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jamaican-national-indicted-for-fraudulently-receiving-medicaid-benefits/,U.S. Attorney
East Hartford Doctor Convicted Of Medicaid Fraud,"November 13, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/east-hartford-doctor-convicted-of-medicaid-fraud/,Connecticut State Attorney's Office
Brooklyn Clinic Owner Sentenced for Role in $77 Million Medicare Fraud Scheme,"November 12, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brooklyn-clinic-owner-sentenced-for-role-in-77-million-medicare-fraud-scheme/,U.S. Department of Justice
Rutherford Co. Man Charged With TennCare Drug Fraud,"November 12, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutherford-co-man-charged-with-tenncare-drug-fraud/,Tennessee Department of Finance & Administration
Attorney General Bondi's Office Arrests Lee County Man on Medicaid Fraud Charges,"November 22, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bondis-office-arrests-lee-county-man-on-medicaid-fraud-charges/,Florida Attorney General
Registered Nurse Charged with Claiming to Treat Deceased Medicaid Patient,"November 22, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/registered-nurse-charged-with-claiming-to-treat-deceased-medicaid-patient/,Georgia Attorney General
Claiborne Co. Woman Charged With TennCare Fraud,"November 22, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/claiborne-co-woman-charged-with-tenncare-fraud/,Tennessee Department of Finance & Administration
"Arkansas Woman Pleads Guilty To Million-Dollar Health Care Fraud, Money Laundering Scheme","November 21, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/arkansas-woman-pleads-guilty-to-million-dollar-health-care-fraud-money-laundering-scheme/,U.S. Attorney
Two New York Doctors Admit Taking Bribes in Test-Referrals Scheme with New Jersey Clinical Lab,"November 21, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-new-york-doctors-admit-taking-bribes-in-test-referrals-scheme-with-new-jersey-clinical-lab/,U.S. Attorney
Durable Medical Equipment Clinic Owner Pleads Guilty in Miami for Role in $11 Million Health Care Fraud Scheme,"November 21, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/durable-medical-equipment-clinic-owner-pleads-guilty-in-miami-for-role-in-11-million-health-care-fraud-scheme/,U.S. Department of Justice
Vantage Oncology LLC to Pay More Than $2.08 Million for False Medicare Claims for Radiation Oncology Services,"November 21, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/vantage-oncology-llc-to-pay-more-than-208-million-for-false-medicare-claims-for-radiation-oncology-services/,U.S. Department of Justice
Attorney General Gansler Secures Settlement with Salisbury Periodontist,"November 21, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-gansler-secures-settlement-with-salisbury-periodontist/,Maryland Attorney General
"Federal Jury Convicts Brunswick, Georgia Woman in $4 Million Medicaid Fraud Scheme","November 20, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-brunswick-georgia-woman-in-4-million-medicaid-fraud-scheme/,U.S. Attorney
"Prominent Tri-State Cardiologist Sentenced To 78 Months in Prison for Record, $19 Million Billing Fraud Scheme, Exposing Patients to Unnecessary Medical Treatment","November 20, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/prominent-tri-state-cardiologist-sentenced-to-78-months-in-prison-for-record-19-million-billing-fraud-scheme-exposing-patients-to-unnecessary-medical-treatment/,U.S. Attorney
Attorney General Recovers $238 Million from Pharmaceutical Companies Engaged in Fraudulent Drug-Pricing Scheme,"November 20, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-recovers-238-million-from-pharmaceutical-companies-engaged-in-fraudulent-drug-pricing-scheme/,Louisiana Attorney General
Rutherford Co. Man Charged With TennCare Fraud,"November 20, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutherford-co-man-charged-with-tenncare-fraud/,Tennessee Department of Finance & Administration
Nursing Home Operator to Pay $48 Million to Resolve Allegations Those Six California Facilities Billed for Unnecessary Therapy,"November 19, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nursing-home-operator-to-pay-48-million-to-resolve-allegations-those-six-california-facilities-billed-for-unnecessary-therapy/,U.S. Department of Justice
A.G. Schneiderman Announces Plea Of Ringleader In Rochester Oxycontin Ring,"November 19, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-plea-of-ringleader-in-rochester-oxycontin-ring/,New York Attorney General
Baptist Health Systems Settles Federal False Claims Act Civil Lawsuit,"November 18, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/baptist-health-systems-settles-federal-false-claims-act-civil-lawsuit/,U.S. Attorney
Orange County Ambulance Company Pays More Than $3 Million to Settle Allegations That it Overbilled Federal Health Care Programs,"November 18, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/orange-county-ambulance-company-pays-more-than-3-million-to-settle-allegations-that-it-overbilled-federal-health-care-programs/,U.S. Attorney
Former Personal Care Manager Pleads Guilty in Connection with Billing MassHealth for Services Not Provided,"November 18, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-personal-care-manager-pleads-guilty-in-connection-with-billing-masshealth-for-services-not-provided/,Massachusetts Attorney General
Two Charged With TennCare Fraud In Robertson Co. Roundup,"November 12, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-charged-with-tenncare-fraud-in-robertson-co-roundup/,Tennessee Department of Finance & Administration
California Woman Indicted For Failure to Pay Child Support,"November 8, 2013",Child Support,https://oig.hhs.gov/fraud/enforcement/california-woman-indicted-for-failure-to-pay-child-support/,U.S. Attorney
Former Washington Park Trustee and St. Clair County Probation Officer Pleads Guilty To Health Care Fraud,"November 8, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-washington-park-trustee-and-st-clair-county-probation-officer-pleads-guilty-to-health-care-fraud/,U.S. Attorney
"Peru, Ill., Physician Indicted on Federal Charges for Allegedly Illegally Dispensing Prescription Medications","November 8, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/peru-ill-physician-indicted-on-federal-charges-for-allegedly-illegally-dispensing-prescription-medications/,U.S. Attorney
"Attorney General Bondi's Office Prosecutes Miami-Dade County Billing Agent for Defrauding Medicaid Out of Nearly $300,000","November 8, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bondis-office-prosecutes-miami-dade-county-billing-agent-for-defrauding-medicaid-out-of-nearly-300000/,Florida Attorney General
Three Claiborne Co. Residents Charged With TennCare Drug Fraud,"November 8, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-claiborne-co-residents-charged-with-tenncare-drug-fraud/,Tennessee Department of Finance & Administration
Bellows Falls Man Sentenced For Failure to Pay Child Support,"November 7, 2013",Child Support,https://oig.hhs.gov/fraud/enforcement/bellows-falls-man-sentenced-for-failure-to-pay-child-support/,U.S. Attorney
Beaumont Orthodontist Sentenced for Health Care Fraud Violations,"November 7, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/beaumont-orthodontist-sentenced-for-health-care-fraud-violations/,U.S. Attorney
Former Chief Executive Officer of Hospital for Special Surgery Sentenced In Manhattan Federal Court to 18 Months in Prison for Participating In Fraudulent Kickback Scheme,"November 7, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-chief-executive-officer-of-hospital-for-special-surgery-sentenced-in-manhattan-federal-court-to-18-months-in-prison-for-participating-in-fraudulent-kickback-scheme/,U.S. Attorney
Glendale Medicare Biller Sentenced to 18 Months in Prison for Role in Sacramento Area Healthcare Fraud,"November 7, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/glendale-medicare-biller-sentenced-to-18-months-in-prison-for-role-in-sacramento-area-healthcare-fraud/,U.S. Attorney
Three Handed Sentences for Lengthy Health Care Fraud Conspiracy,"November 7, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-handed-sentences-for-lengthy-health-care-fraud-conspiracy/,U.S. Attorney
Detroit-Area Home Health Care Agency Owner Sentenced for Role in $2.2 Million Medicare Fraud Scheme,"November 7, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/detroit-area-home-health-care-agency-owner-sentenced-for-role-in-22-million-medicare-fraud-scheme/,U.S. Department of Justice
Home Health Agency Owner Sentenced for Role in $13.8 Million Medicare Fraud Scheme,"November 7, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-agency-owner-sentenced-for-role-in-138-million-medicare-fraud-scheme/,U.S. Department of Justice
Four Individuals Indicted For Theft of Tribal Funds,"November 6, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-individuals-indicted-for-theft-of-tribal-funds/,U.S. Attorney
Health Care Service Provider and Others Indicted For Medicaid Fraud,"November 6, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/health-care-service-provider-and-others-indicted-for-medicaid-fraud/,U.S. Attorney
Local Doctor Pleads Guilty To Making False Statement to Agent,"November 6, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-doctor-pleads-guilty-to-making-false-statement-to-agent/,U.S. Attorney
Manhattan U.S. Attorney Announces $5 Million Settlement of Civil Forfeiture Claim against Dutchess County Medical Practice,"November 6, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-us-attorney-announces-5-million-settlement-of-civil-forfeiture-claim-against-dutchess-county-medical-practice/,U.S. Attorney
Former Mental-Health Clinic Therapist Sentenced for Role in $55 Million Medicare Fraud Scheme,"November 6, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-mental-health-clinic-therapist-sentenced-for-role-in-55-million-medicare-fraud-scheme/,U.S. Department of Justice
